country,region,habitatcode,habitatname,priority,presence,group
BG,MBLS,1160,Large shallow inlets and bays,N,PRE,Coastal habitats
BG,MBLS,1170,Reefs,N,PRE,Coastal habitats
BG,MBLS,1180,Submarine structures made by leaking gases,N,SCR,Coastal habitats
BG,MBLS,8330,Submerged or partially submerged sea caves,N,PRE,Rocky habitats
BG,BLS,5130,Juniperus communis formations on heaths or calcareous grasslands,N,SCR,Sclerophyllous scrub
BG,ALP,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,SCR,Forests
BG,MBLS,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
BG,BLS,9170,Galio-Carpinetum oak-hornbeam forests,N,PRE,Forests
BG,CON,9410,Acidophilous Picea forests of the montane to alpine levels (Vaccinio-Piceetea),N,PRE,Forests
BG,CON,8310,Caves not open to the public,N,PRE,Rocky habitats
BG,CON,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
BG,CON,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Y,PRE,"Bogs, mires and fens"
BG,CON,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
BG,CON,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
BG,CON,8110,Siliceous scree of the montane to snow levels (Androsacetalia alpinae and Galeopsietalia ladani),N,PRE,Rocky habitats
BG,CON,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,PRE,Rocky habitats
BG,CON,8150,Medio-European upland siliceous screes,N,PRE,Rocky habitats
BG,CON,8160,Medio-European calcareous scree of hill and montane levels,Y,PRE,Rocky habitats
BG,CON,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
BG,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,N,PRE,Forests
BG,CON,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
BG,CON,6520,Mountain hay meadows,N,PRE,Grasslands
BG,CON,9110,Luzulo-Fagetum beech forests,N,PRE,Forests
BG,CON,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
BG,CON,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,PRE,Forests
BG,CON,9170,Galio-Carpinetum oak-hornbeam forests,N,PRE,Forests
BG,CON,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
BG,CON,91AA,Eastern white oak woods,Y,PRE,Forests
BG,CON,91BA,Moesian silver fir forests,N,PRE,Forests
BG,CON,91CA,Rhodopide and Balkan Range Scots pine forests,N,PRE,Forests
BG,CON,91D0,Bog woodland,Y,PRE,Forests
BG,CON,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
BG,CON,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
BG,ALP,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
BG,ALP,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
BG,ALP,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
BG,ALP,6520,Mountain hay meadows,N,PRE,Grasslands
BG,ALP,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
BG,ALP,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
BG,ALP,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
BG,ALP,8110,Siliceous scree of the montane to snow levels (Androsacetalia alpinae and Galeopsietalia ladani),N,PRE,Rocky habitats
BG,ALP,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,PRE,Rocky habitats
BG,ALP,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
BG,ALP,91H0,Pannonian woods with Quercus pubescens,Y,PRE,Forests
BG,ALP,8310,Caves not open to the public,N,PRE,Rocky habitats
BG,ALP,62D0,Oro-Moesian acidophilous grasslands,N,PRE,Grasslands
BG,ALP,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,PRE,Forests
BG,ALP,9170,Galio-Carpinetum oak-hornbeam forests,N,PRE,Forests
BG,ALP,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
BG,ALP,91AA,Eastern white oak woods,Y,PRE,Forests
BG,ALP,91BA,Moesian silver fir forests,N,PRE,Forests
BG,ALP,91CA,Rhodopide and Balkan Range Scots pine forests,N,PRE,Forests
BG,ALP,91D0,Bog woodland,Y,PRE,Forests
BG,ALP,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
BG,ALP,91G0,Pannonic woods with Quercus petraea and Carpinus betulus,Y,PRE,Forests
BG,ALP,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
BG,ALP,5130,Juniperus communis formations on heaths or calcareous grasslands,N,PRE,Sclerophyllous scrub
BG,MBLS,1140,Mudflats and sandflats not covered by seawater at low tide,N,PRE,Coastal habitats
BG,BLS,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,PRE,Forests
BG,ALP,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
BG,ALP,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
BG,ALP,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,PRE,Freshwater habitats
BG,ALP,4060,Alpine and Boreal heaths,N,PRE,Heath and scrub
BG,ALP,4070,Bushes with Pinus mugo and Rhododendron hirsutum (Mugo-Rhododendretum hirsuti),Y,PRE,Heath and scrub
BG,ALP,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
BG,ALP,4080,Sub-Arctic Salix spp. scrub,N,PRE,Heath and scrub
BG,ALP,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,PRE,Grasslands
BG,ALP,40B0,Rhodope Potentilla fruticosa thickets,N,PRE,Heath and scrub
BG,ALP,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
BG,ALP,5210,Arborescent matorral with Juniperus spp.,N,PRE,Sclerophyllous scrub
BG,ALP,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
BG,ALP,6150,Siliceous alpine and boreal grasslands,N,PRE,Grasslands
BG,ALP,6170,Alpine and subalpine calcareous grasslands,N,PRE,Grasslands
BG,ALP,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
BG,ALP,6220,Pseudo-steppe with grasses and annuals of the Thero-Brachypodietea,Y,PRE,Grasslands
BG,ALP,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
BG,ALP,6240,Sub-Pannonic steppic grasslands,Y,PRE,Grasslands
BG,ALP,62A0,Eastern sub-Mediterranean dry grasslands (Scorzoneratalia villosae),N,PRE,Grasslands
BG,ALP,9110,Luzulo-Fagetum beech forests,N,PRE,Forests
BG,ALP,4090,Endemic oro-Mediterranean heaths with gorse,N,PRE,Heath and scrub
BG,ALP,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
BG,BLS,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
BG,BLS,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
BG,BLS,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
BG,BLS,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,PRE,Freshwater habitats
BG,BLS,4030,European dry heaths,N,PRE,Heath and scrub
BG,BLS,4090,Endemic oro-Mediterranean heaths with gorse,N,PRE,Heath and scrub
BG,BLS,40A0,Subcontinental peri-Pannonic scrub,Y,PRE,Heath and scrub
BG,ALP,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
BG,BLS,5210,Arborescent matorral with Juniperus spp.,N,PRE,Sclerophyllous scrub
BG,BLS,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
BG,BLS,2190,Humid dune slacks,N,PRE,Dune habitats
BG,BLS,6220,Pseudo-steppe with grasses and annuals of the Thero-Brachypodietea,Y,PRE,Grasslands
BG,BLS,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
BG,BLS,62A0,Eastern sub-Mediterranean dry grasslands (Scorzoneratalia villosae),N,PRE,Grasslands
BG,BLS,62C0,Ponto-Sarmatic steppes,Y,PRE,Grasslands
BG,BLS,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
BG,BLS,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
BG,BLS,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
BG,BLS,8150,Medio-European upland siliceous screes,N,PRE,Rocky habitats
BG,BLS,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
BG,BLS,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
BG,BLS,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
BG,BLS,8310,Caves not open to the public,N,PRE,Rocky habitats
BG,ALP,91I0,Euro-Siberian steppic woods with Quercus spp.,Y,PRE,Forests
BG,ALP,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
BG,BLS,6240,Sub-Pannonic steppic grasslands,Y,PRE,Grasslands
BG,ALP,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,N,PRE,Forests
BG,BLS,2180,"Wooded dunes of the Atlantic, Continental and Boreal region",N,PRE,Dune habitats
BG,ALP,91Z0,Moesian silver lime woods,N,PRE,Forests
BG,ALP,9260,Castanea sativa woods,N,PRE,Forests
BG,ALP,9270,Hellenic beech forests with Abies borisii-regis,N,PRE,Forests
BG,ALP,92A0,Salix alba and Populus alba galleries,N,PRE,Forests
BG,ALP,92C0,Platanus orientalis and Liquidambar orientalis woods (Platanion orientalis),N,PRE,Forests
BG,ALP,91W0,Moesian beech forests,N,PRE,Forests
BG,ALP,9410,Acidophilous Picea forests of the montane to alpine levels (Vaccinio-Piceetea),N,PRE,Forests
BG,ALP,9530,(Sub-) Mediterranean pine forests with endemic black pines,Y,PRE,Forests
BG,ALP,9560,Endemic forests with Juniperus spp.,Y,PRE,Forests
BG,BLS,2110,Embryonic shifting dunes,N,PRE,Dune habitats
BG,BLS,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,PRE,Dune habitats
BG,BLS,1530,Pannonic salt steppes and salt marshes,Y,PRE,Coastal habitats
BG,BLS,1410,Mediterranean salt meadows (Juncetalia maritimi),N,PRE,Coastal habitats
BG,BLS,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
BG,BLS,1240,Vegetated sea cliffs of the Mediterranean coasts with endemic Limonium spp.,N,PRE,Coastal habitats
BG,BLS,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
BG,BLS,1150,Coastal lagoons,Y,PRE,Coastal habitats
BG,ALP,95A0,High oro-Mediterranean pine forests,N,PRE,Forests
BG,BLS,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,PRE,Dune habitats
CY,MED,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
CY,MED,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,PRE,Forests
CY,MED,92C0,Platanus orientalis and Liquidambar orientalis woods (Platanion orientalis),N,PRE,Forests
CY,MED,92A0,Salix alba and Populus alba galleries,N,PRE,Forests
CY,MED,9290,Cupressus forests (Acero-Cupression),N,PRE,Forests
CY,MED,8310,Caves not open to the public,N,PRE,Rocky habitats
CY,MED,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
CY,MED,9320,Olea and Ceratonia forests,N,PRE,Forests
CY,MED,8140,Eastern Mediterranean screes,N,PRE,Rocky habitats
CY,MED,6460,Peat grasslands of Troodos,N,PRE,Grasslands
CY,MED,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,PRE,Grasslands
CY,MED,8240,Limestone pavements,Y,SCR,Rocky habitats
CY,MED,9390,Scrub and low forest vegetation with Quercus alnifolia,Y,PRE,Forests
CY,MED,93A0,Woodlands with Quercus infectoria (Anagyro foetidae-Quercetum infectoriae),N,PRE,Forests
CY,MED,9530,(Sub-) Mediterranean pine forests with endemic black pines,Y,PRE,Forests
CY,MED,9540,Mediterranean pine forests with endemic Mesogean pines,N,PRE,Forests
CY,MED,9560,Endemic forests with Juniperus spp.,Y,PRE,Forests
CY,MED,9590,Cedrus brevifolia forests (Cedrosetum brevifoliae),Y,PRE,Forests
CY,MMED,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
CY,MMED,1120,Posidonia beds (Posidonion oceanicae),Y,PRE,Coastal habitats
CY,MMED,1140,Mudflats and sandflats not covered by seawater at low tide,N,NPRE,Coastal habitats
CY,MMED,8330,Submerged or partially submerged sea caves,N,PRE,Rocky habitats
CY,MMED,1180,Submarine structures made by leaking gases,N,SCR,Coastal habitats
CY,MED,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
CY,MED,62B0,Serpentinophilous grasslands of Cyprus,Y,PRE,Grasslands
CY,MMED,1170,Reefs,N,PRE,Coastal habitats
CY,MED,1240,Vegetated sea cliffs of the Mediterranean coasts with endemic Limonium spp.,N,PRE,Coastal habitats
CY,MED,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
CY,MED,6220,Pseudo-steppe with grasses and annuals of the Thero-Brachypodietea,Y,PRE,Grasslands
CY,MED,1150,Coastal lagoons,Y,SCR,Coastal habitats
CY,MED,5220,Arborescent matorral with Zyziphus,Y,SCR,Sclerophyllous scrub
CY,MED,1410,Mediterranean salt meadows (Juncetalia maritimi),N,PRE,Coastal habitats
CY,MED,1420,Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),N,PRE,Coastal habitats
CY,MED,1430,Halo-nitrophilous scrubs (Pegano-Salsoletea),N,PRE,Coastal habitats
CY,MED,1510,Mediterranean salt steppes (Limonietalia),Y,SCR,Coastal habitats
CY,MED,1520,Iberian gypsum vegetation (Gypsophiletalia),Y,PRE,Coastal habitats
CY,MED,2110,Embryonic shifting dunes,N,PRE,Dune habitats
CY,MED,2190,Humid dune slacks,N,NPRE,Dune habitats
CY,MED,2220,Dunes with Euphorbia terracina,N,NPRE,Dune habitats
CY,MED,3290,Intermittently flowing Mediterranean rivers of the Paspalo-Agrostidion,N,PRE,Freshwater habitats
CY,MED,5310,Laurus nobilis thickets,N,SCR,Sclerophyllous scrub
CY,MED,5420,Sarcopoterium spinosum phryganas,N,PRE,Sclerophyllous scrub
CY,MED,2230,Malcolmietalia dune grasslands,N,PRE,Dune habitats
CY,MED,5210,Arborescent matorral with Juniperus spp.,N,PRE,Sclerophyllous scrub
CY,MED,5230,Arborescent matorral with Laurus nobilis,Y,NPRE,Sclerophyllous scrub
CY,MED,3170,Mediterranean temporary ponds,Y,PRE,Freshwater habitats
CY,MED,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
CY,MED,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
CY,MED,2260,Cisto-Lavenduletalia dune sclerophyllous scrubs,N,PRE,Dune habitats
CY,MED,2250,Coastal dunes with Juniperus spp.,Y,PRE,Dune habitats
CY,MED,2240,Brachypodietalia dune grasslands with annuals,N,PRE,Dune habitats
CY,MED,5330,Thermo-Mediterranean and pre-desert scrub,N,PRE,Sclerophyllous scrub
CZ,PAN,2330,Inland dunes with open Corynephorus and Agrostis grasslands,N,PRE,Dune habitats
CZ,PAN,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
CZ,PAN,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
CZ,PAN,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
CZ,PAN,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
CZ,PAN,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,PRE,Freshwater habitats
CZ,PAN,40A0,Subcontinental peri-Pannonic scrub,Y,PRE,Heath and scrub
CZ,CON,91H0,Pannonian woods with Quercus pubescens,Y,PRE,Forests
CZ,PAN,5130,Juniperus communis formations on heaths or calcareous grasslands,N,PRE,Sclerophyllous scrub
CZ,PAN,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
CZ,PAN,4030,European dry heaths,N,PRE,Heath and scrub
CZ,PAN,1340,Inland salt meadows,Y,PRE,Coastal habitats
CZ,CON,9410,Acidophilous Picea forests of the montane to alpine levels (Vaccinio-Piceetea),N,PRE,Forests
CZ,CON,91U0,Sarmatic steppe pine forest,N,PRE,Forests
CZ,CON,91D0,Bog woodland,Y,PRE,Forests
CZ,CON,91I0,Euro-Siberian steppic woods with Quercus spp.,Y,PRE,Forests
CZ,CON,91G0,Pannonic woods with Quercus petraea and Carpinus betulus,Y,PRE,Forests
CZ,CON,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
CZ,CON,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
CZ,PAN,6190,Rupicolous pannonic grasslands (Stipo-Festucetalia pallentis),N,PRE,Grasslands
CZ,PAN,8310,Caves not open to the public,N,PRE,Rocky habitats
CZ,CON,9190,Old acidophilous oak woods with Quercus robur on sandy plains,N,PRE,Forests
CZ,CON,91T0,Central European lichen Scots pine forests,N,PRE,Forests
CZ,PAN,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
CZ,CON,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
CZ,CON,6240,Sub-Pannonic steppic grasslands,Y,PRE,Grasslands
CZ,PAN,91I0,Euro-Siberian steppic woods with Quercus spp.,Y,PRE,Forests
CZ,PAN,91H0,Pannonian woods with Quercus pubescens,Y,PRE,Forests
CZ,PAN,91G0,Pannonic woods with Quercus petraea and Carpinus betulus,Y,PRE,Forests
CZ,PAN,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,PRE,Forests
CZ,PAN,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
CZ,PAN,91D0,Bog woodland,Y,PRE,Forests
CZ,PAN,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
CZ,PAN,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
CZ,PAN,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
CZ,PAN,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
