country,region,speciescode,speciesname,assessment_speciescode,assessment_speciesname,presence,priority,annexII,annexIV,annexV,group
FR,MED,1033,Unio elongatulus,1033,Unio elongatulus,PRE,N,N,N,Y,Molluscs
HR,MED,1033,Unio elongatulus,1033,Unio elongatulus,PRE,N,N,N,Y,Molluscs
GR,MED,1033,Unio elongatulus,1033,Unio elongatulus,PRE,N,N,N,Y,Molluscs
HR,CON,1033,Unio elongatulus,1033,Unio elongatulus,PRE,N,N,N,Y,Molluscs
PT,MED,5382,Unio tumidiformis,5382,Unio tumidiformis,PRE,N,Y-CTC,Y-CTC,N,Molluscs
ES,MED,5382,Unio tumidiformis,5382,Unio tumidiformis,PRE,N,Y-CTC,Y-CTC,N,Molluscs
SE,BOR,1354,Ursus arctos,1354,Ursus arctos,PRE,N,N,Y,N,Mammals
ES,MED,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
BG,ALP,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
CZ,CON,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
RO,ALP,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
FR,ALP,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
SI,ALP,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
PL,ALP,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
SK,ALP,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
FI,ALP,1354,Ursus arctos,1354,Ursus arctos,PRE,N,N,Y,N,Mammals
SE,ALP,1354,Ursus arctos,1354,Ursus arctos,PRE,N,N,Y,N,Mammals
SI,CON,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
RO,CON,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
ES,ALP,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
HR,MED,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
FI,BOR,1354,Ursus arctos,1354,Ursus arctos,PRE,N,N,Y,N,Mammals
HR,ALP,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
ES,ATL,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
LV,BOR,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
IT,ALP,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
IT,MED,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
BG,CON,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
HR,CON,1354,Ursus arctos,1354,Ursus arctos,MAR,Y,Y,Y,N,Mammals
EE,BOR,1354,Ursus arctos,1354,Ursus arctos,PRE,N,N,Y,N,Mammals
GR,MED,1354,Ursus arctos,1354,Ursus arctos,PRE,Y,Y,Y,N,Mammals
AT,ALP,1354,Ursus arctos,1354,Ursus arctos,EXa,Y,Y,Y,N,Mammals
ES,MED,1153,Valencia hispanica,1153,Valencia hispanica,PRE,Y,Y,Y,N,Fish
GR,MED,1992,Valencia letourneuxi,1992,Valencia letourneuxi,PRE,Y,Y,Y,N,Fish
PT,MED,1731,Verbascum litigiosum,1731,Verbascum litigiosum,PRE,N,Y,Y,N,Vascular plants
PT,ATL,1733,Veronica micrantha,1733,Veronica micrantha,PRE,N,Y,Y,N,Vascular plants
ES,MED,1733,Veronica micrantha,1733,Veronica micrantha,PRE,N,Y,Y,N,Vascular plants
ES,ATL,1733,Veronica micrantha,1733,Veronica micrantha,PRE,N,Y,Y,N,Vascular plants
PT,MED,1733,Veronica micrantha,1733,Veronica micrantha,PRE,N,Y,Y,N,Vascular plants
GR,MED,1732,Veronica oetaea,1732,Veronica oetaea,PRE,Y,Y,Y,N,Vascular plants
SI,CON,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
FR,MED,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
NL,ATL,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
DK,CON,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
SE,CON,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
CZ,PAN,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
UK,ATL,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
EE,BOR,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
DE,CON,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
DE,ALP,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
FI,BOR,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
DE,ATL,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
FR,ATL,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
LT,BOR,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
SI,ALP,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
ES,MED,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
SE,BOR,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
FR,ALP,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
FR,CON,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
IE,ATL,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
IT,MED,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
BG,BLS,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
PL,CON,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
IT,CON,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
SK,PAN,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
RO,ALP,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
IT,ALP,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
AT,ALP,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
AT,CON,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
RO,CON,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
HU,PAN,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
SK,ALP,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
BE,ATL,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
HR,MED,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
GR,MED,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
BG,CON,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
CZ,CON,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
LV,BOR,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
PL,ALP,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
HR,CON,1014,Vertigo angustior,1014,Vertigo angustior,PRE,N,Y,N,N,Molluscs
IT,ALP,1015,Vertigo genesii,1015,Vertigo genesii,PRE,N,Y,N,N,Molluscs
DE,CON,1015,Vertigo genesii,1015,Vertigo genesii,EXp,N,Y,N,N,Molluscs
EE,BOR,1015,Vertigo genesii,1015,Vertigo genesii,PRE,N,Y,N,N,Molluscs
FI,ALP,1015,Vertigo genesii,1015,Vertigo genesii,PRE,N,Y,N,N,Molluscs
FI,BOR,1015,Vertigo genesii,1015,Vertigo genesii,PRE,N,Y,N,N,Molluscs
LV,BOR,1015,Vertigo genesii,1015,Vertigo genesii,PRE,N,Y,N,N,Molluscs
SE,BOR,1015,Vertigo genesii,1015,Vertigo genesii,PRE,N,Y,N,N,Molluscs
DE,ALP,1015,Vertigo genesii,1015,Vertigo genesii,PRE,N,Y,N,N,Molluscs
FR,CON,1015,Vertigo genesii,1015,Vertigo genesii,PRE,N,Y,N,N,Molluscs
SE,ALP,1015,Vertigo genesii,1015,Vertigo genesii,PRE,N,Y,N,N,Molluscs
UK,ATL,1015,Vertigo genesii,1015,Vertigo genesii,PRE,N,Y,N,N,Molluscs
SI,CON,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
FR,ALP,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
DE,CON,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
SE,ALP,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
SK,ALP,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
DK,ATL,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
DE,ALP,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
IE,ATL,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
PL,ALP,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
UK,ATL,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
LV,BOR,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
AT,CON,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
CZ,CON,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
LT,BOR,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
FR,CON,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
SE,CON,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
SE,BOR,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
PL,CON,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
IT,ALP,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
AT,ALP,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
DK,CON,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
FI,BOR,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
FI,ALP,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
SI,ALP,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
EE,BOR,1013,Vertigo geyeri,1013,Vertigo geyeri,PRE,N,Y,N,N,Molluscs
AT,CON,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
ES,MED,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
LV,BOR,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
NL,ATL,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
RO,ALP,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
SE,CON,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
PL,CON,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
SK,ALP,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
DE,ATL,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
DE,CON,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
SK,PAN,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
BE,CON,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
FR,ALP,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,MAR,N,Y,N,N,Molluscs
AT,ALP,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
CZ,CON,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
BE,ATL,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
UK,ATL,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
CZ,PAN,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
RO,CON,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
ES,ALP,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
BG,BLS,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
FR,MED,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
IT,CON,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
GR,MED,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
FR,ATL,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
IT,ALP,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
BG,CON,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
FR,CON,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
IT,MED,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
LT,BOR,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
HR,MED,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
IE,ATL,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
HU,PAN,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
DK,CON,1016,Vertigo moulinsiana,1016,Vertigo moulinsiana,PRE,N,Y,N,N,Molluscs
CZ,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
DE,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
IT,ALP,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
IT,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
FR,ALP,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
AT,ALP,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
FR,ATL,1332,Vespertilio murinus,1332,Vespertilio murinus,MAR,N,N,Y-HTL,N,Mammals
CZ,PAN,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
DE,ALP,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
SK,ALP,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
FR,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
LV,BOR,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
FI,BOR,1332,Vespertilio murinus,1332,Vespertilio murinus,OCC,N,N,Y-HTL,N,Mammals
DK,ATL,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
AT,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
DK,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
GR,MED,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
PL,ALP,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
UK,ATL,1332,Vespertilio murinus,1332,Vespertilio murinus,OCC,N,N,Y-HTL,N,Mammals
RO,STE,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
BE,ATL,1332,Vespertilio murinus,1332,Vespertilio murinus,OCC,N,N,Y-HTL,N,Mammals
HU,PAN,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
PL,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
HR,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
SK,PAN,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
RO,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
DE,ATL,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
BG,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
SI,ALP,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
HR,ALP,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
SI,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
BG,ALP,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
RO,ALP,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
FR,MED,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
NL,ATL,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
LT,BOR,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
BG,BLS,1332,Vespertilio murinus,1332,Vespertilio murinus,OCC,N,N,Y-HTL,N,Mammals
SE,BOR,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
EE,BOR,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
LU,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,OCC,N,N,Y-HTL,N,Mammals
SE,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
HR,MED,1332,Vespertilio murinus,1332,Vespertilio murinus,PRE,N,N,Y-HTL,N,Mammals
BE,CON,1332,Vespertilio murinus,1332,Vespertilio murinus,OCC,N,N,Y-HTL,N,Mammals
ES,MED,1552,Vicia bifoliolata,1552,Vicia bifoliolata,PRE,Y,Y,Y,N,Vascular plants
PT,MAC,1567,Vicia dennesiana,1567,Vicia dennesiana,EXp,N,Y,Y,N,Vascular plants
HU,PAN,2188,Vincetoxicum pannonicum,2188,Vincetoxicum pannonicum,PRE,N,Y,Y,N,Vascular plants
GR,MED,1588,Viola athois,1588,Viola athois,PRE,N,N,Y,N,Vascular plants
ES,MED,1587,Viola cazorlensis,1587,Viola cazorlensis,PRE,N,N,Y,N,Vascular plants
GR,MED,1590,Viola delphinantha,1590,Viola delphinantha,PRE,N,Y,Y,N,Vascular plants
BG,ALP,1590,Viola delphinantha,1590,Viola delphinantha,PRE,N,Y,Y,N,Vascular plants
FR,ATL,1585,Viola hispida,1585,Viola hispida,PRE,Y,Y,Y,N,Vascular plants
ES,MED,1589,Viola jaubertiana,1589,Viola jaubertiana,PRE,N,Y,Y,N,Vascular plants
PT,MAC,1586,Viola paradoxa,1586,Viola paradoxa,PRE,N,Y,Y,N,Vascular plants
FI,ALP,1978,Viola rupestris subsp. relicta,1978,Viola rupestris subsp. relicta,PRE,N,Y,Y,N,Vascular plants
SE,ALP,1978,Viola rupestris subsp. relicta,1978,Viola rupestris subsp. relicta,PRE,N,Y,Y,N,Vascular plants
RO,ALP,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
SI,CON,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
RO,STE,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
RO,CON,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
HR,ALP,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
HR,CON,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
GR,MED,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
SI,ALP,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
BG,CON,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
AT,CON,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
IT,CON,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
BG,BLS,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
IT,ALP,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
BG,ALP,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
AT,ALP,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
HR,MED,1295,Vipera ammodytes,1295,Vipera ammodytes,PRE,N,N,Y,N,Reptiles
ES,ATL,1297,Vipera seoanei,1297,Vipera seoanei,PRE,N,N,N,N,Reptiles
PT,MED,1297,Vipera seoanei,1297,Vipera seoanei,PRE,N,N,Y,N,Reptiles
PT,ATL,1297,Vipera seoanei,1297,Vipera seoanei,PRE,N,N,Y,N,Reptiles
ES,ALP,1297,Vipera seoanei,1297,Vipera seoanei,PRE,N,N,N,N,Reptiles
FR,ATL,1297,Vipera seoanei,1297,Vipera seoanei,PRE,N,N,Y,N,Reptiles
FR,ALP,1297,Vipera seoanei,1297,Vipera seoanei,MAR,N,N,Y,N,Reptiles
ES,MED,1297,Vipera seoanei,1297,Vipera seoanei,PRE,N,N,N,N,Reptiles
RO,BLS,1298,Vipera ursinii,1298,Vipera ursinii,PRE,N,Y,Y,N,Reptiles
FR,ALP,1298,Vipera ursinii,1298,Vipera ursinii,PRE,N,Y,Y,N,Reptiles
RO,CON,1298,Vipera ursinii,1298,Vipera ursinii,PRE,N,Y,Y,N,Reptiles
IT,CON,1298,Vipera ursinii,1298,Vipera ursinii,PRE,N,Y,Y,N,Reptiles
BG,CON,1298,Vipera ursinii,1298,Vipera ursinii,EXp,N,Y,Y,N,Reptiles
GR,MED,1298,Vipera ursinii,1298,Vipera ursinii,PRE,N,Y,Y,N,Reptiles
IT,ALP,1298,Vipera ursinii,1298,Vipera ursinii,PRE,N,Y,Y,N,Reptiles
FR,MED,1298,Vipera ursinii,1298,Vipera ursinii,PRE,N,Y,Y,N,Reptiles
IT,MED,1298,Vipera ursinii,1298,Vipera ursinii,PRE,N,Y,Y,N,Reptiles
HR,ALP,6337,Vipera ursinii macrops,6337,Vipera ursinii macrops,PRE,Y,Y,Y,N,Reptiles
HR,MED,6337,Vipera ursinii macrops,6337,Vipera ursinii macrops,PRE,Y,Y,Y,N,Reptiles
RO,CON,4121,Vipera ursinii rakosiensis,4121,Vipera ursinii rakosiensis,PRE,Y,Y,Y,N,Reptiles
HU,PAN,4121,Vipera ursinii rakosiensis,4121,Vipera ursinii rakosiensis,PRE,Y,Y,Y,N,Reptiles
GR,MED,1294,Vipera xanthina,1294,Vipera xanthina,PRE,N,N,Y,N,Reptiles
BG,CON,2635,Vormela peregusna,2635,Vormela peregusna,PRE,N,Y,Y,N,Mammals
BG,BLS,2635,Vormela peregusna,2635,Vormela peregusna,PRE,N,Y,Y,N,Mammals
BG,ALP,2635,Vormela peregusna,2635,Vormela peregusna,PRE,N,Y,Y,N,Mammals
GR,MED,2635,Vormela peregusna,2635,Vormela peregusna,SCR,N,Y,Y,N,Mammals
RO,STE,2635,Vormela peregusna,2635,Vormela peregusna,PRE,N,Y,Y,N,Mammals
ES,MAC,1426,Woodwardia radicans,1426,Woodwardia radicans,PRE,N,Y,Y,N,Vascular plants
PT,MAC,1426,Woodwardia radicans,1426,Woodwardia radicans,PRE,N,Y,Y,N,Vascular plants
ES,ATL,1426,Woodwardia radicans,1426,Woodwardia radicans,PRE,N,Y,Y,N,Vascular plants
FR,MED,1426,Woodwardia radicans,1426,Woodwardia radicans,PRE,N,Y,Y,N,Vascular plants
PT,ATL,1426,Woodwardia radicans,1426,Woodwardia radicans,PRE,N,Y,Y,N,Vascular plants
GR,MED,1426,Woodwardia radicans,1426,Woodwardia radicans,PRE,N,Y,Y,N,Vascular plants
PT,MED,1426,Woodwardia radicans,1426,Woodwardia radicans,PRE,N,Y,Y,N,Vascular plants
IT,MED,1426,Woodwardia radicans,1426,Woodwardia radicans,PRE,N,Y,Y,N,Vascular plants
SE,BOR,1934,Xestia borealis,1934,Xestia borealis,PRE,N,Y,N,N,Arthropods
FI,BOR,1934,Xestia borealis,1934,Xestia borealis,PRE,N,Y,N,N,Arthropods
SE,ALP,1934,Xestia borealis,1934,Xestia borealis,PRE,N,Y,N,N,Arthropods
FI,BOR,1935,Xestia brunneopicta,1935,Xestia brunneopicta,PRE,N,Y,N,N,Arthropods
FI,BOR,1928,Xyletinus tremulicola,1928,Xyletinus tremulicola,PRE,N,Y,N,N,Arthropods
SE,BOR,1928,Xyletinus tremulicola,1928,Xyletinus tremulicola,PRE,N,Y,N,N,Arthropods
EE,BOR,1928,Xyletinus tremulicola,1928,Xyletinus tremulicola,OCC,N,Y,N,N,Arthropods
EE,BOR,4044,Xylomoia strix,4044,Xylomoia strix,PRE,Y,Y,Y,N,Arthropods
FI,BOR,4044,Xylomoia strix,4044,Xylomoia strix,OCC,Y,Y,Y,N,Arthropods
LV,BOR,4044,Xylomoia strix,4044,Xylomoia strix,PRE,Y,Y,Y,N,Arthropods
PL,CON,4044,Xylomoia strix,4044,Xylomoia strix,PRE,Y,Y,Y,N,Arthropods
IT,MED,5369,Zamenis lineatus,5369,Zamenis lineatus,PRE,N,N,Y-CTC,N,Reptiles
